"","X","pb","bathy","chlomean","ppmean","odismean","salinity","tempmean","x","y"
"1311",1524,0,0.16509305745926,0.488725712764622,0.293977184526227,0.370657153484404,0.238582816622785,-0.847754451189082,-12.5416666666667,58.7083333333333
"1312",1525,0,-0.364550310913167,0.400199919195663,0.423578498560083,0.117767360868047,0.223642809895646,-1.01994619852783,-17.0416666666667,60.125
"1313",1526,0,-0.530658104373157,0.392058175559528,0.11593376816343,0.285258418851798,0.246488847143309,-0.629031619380482,-12.125,55.0416666666667
"1315",1528,0,0.280865155931375,0.436534949212911,-0.064046177822942,0.562910960131552,0.263141711405106,-0.136581401655864,-6.625,47.375
"1316",1529,0,1.04820486174655,0.521582429492861,0.351749076931052,0.607103062883351,0.0840407044037383,-0.505351211524862,-0.375,50.5416666666667
"1318",1531,0,-1.61567197411181,0.360375905497373,-0.118080009439954,0.420089060553874,0.274223944298758,-0.138128887089193,-14.9583333333333,48.2083333333333
"1319",1532,0,-0.758287302818329,0.341374399682787,0.419724059790084,0.0910932207961636,0.212352732430022,-0.836912027605662,-22.9583333333333,54.625
"1320",1533,0,1.07449128024022,2.4597083499156,0.633516930232693,2.17342010875816,0.12519988224349,-1.14686590339864,-2.375,56.7916666666667
"1321",1534,0,0.901672060781844,0.828352917275943,0.143128044016787,0.719124517116987,0.251788139654964,-0.508646484528188,-13.875,52.4583333333333
"1322",1535,0,-1.49374773514118,0.292118462968676,-0.111572152676115,0.415464051719979,0.276946757796509,-0.092655915887699,-12.0416666666667,47.625
"1324",1537,0,-1.00325435175932,0.331834717433127,0.351374805340342,0.105362609806892,0.212424163500103,-0.83016880082539,-23.625,53.7916666666667
"1325",1538,0,0.326726566920328,0.347919219482521,0.239938697789927,0.157758402817126,0.238022777191384,-0.742124001986842,-18.5416666666667,56.375
"1327",1540,0,1.05827200074412,0.483035579641115,0.521539897821078,-0.382162958291153,0.102998708822949,-0.75392595426249,5.54166666666666,54.2916666666667
"1330",1543,0,-1.2275278372053,0.369534736831353,0.0719559252311419,0.233629682589928,0.248421454428286,-0.453720046165414,-18.125,52.5416666666667
"1332",1545,0,0.364198695411303,0.97834016896137,1.38896086048448,0.550567546941627,0.196123494097735,-1.5573596508903,-7.125,63.5416666666667
"1333",1546,0,1.01296987525504,0.988730785661486,0.692722599378049,0.727862996940202,0.214260041211011,-1.08351591428324,0.291666666666664,59.4583333333333
"1336",1549,0,1.01688487375409,1.20258232704099,0.262837229564837,0.993685996380575,0.219831168628253,-0.589885396898246,-10.7916666666667,52.2916666666667
